Entry_No,Date,Description,WorkDescription,Contact_No,Contact_Name,Contact_Company_Name,Duration_Min,Salesperson_Code,User_ID,Quote_ID,Quote_Amount,Quote_Age_Days,Customer_Type,Source_Channel,Product_Type,Past_Interactions,Prior_Orders,Salesperson,Lead_Priority
1517,2024-09-28,Service call,Upgrade system,85930752,Alexandra Reyes,"Harmon, Stanton and Stout",106,106,315,Q1616,148628,13,Individual,FloApp,Low-margin,"3 (calls, visits)",11,PMAMAI,Medium Priority
1518,2024-10-15,Installation request,Inspect equipment,63947095,Aaron Martinez MD,Hansen Ltd,53,106,348,Q1617,407520,1,Government,Email,High-margin,"4 (calls, visits)",1,PMKILONZO,Medium Priority
1519,2024-12-25,Service call,Repair machinery,56170050,Sandra Boyer,"Cox, Burns and Pace",115,106,378,Q1618,317690,14,Government,FloApp,Low-margin,1 (visit),5,PMNYABUTO,Medium Priority
1520,2025-04-22,Service call,Install product,25587058,Brandon Clark,Myers Ltd,78,514,315,Q1619,478640,12,NGO,Referral,High-margin,"5 (calls, visits)",0,PMMULWA,Medium Priority
1521,2024-11-04,Consultation,Inspect equipment,90455748,Scott Mccormick,"Cruz, Daniels and Golden",174,369,370,Q1620,273324,15,Individual,Referral,High-margin,"6 (calls, visits, emails)",6,PMOMONDI,Medium Priority
1522,2024-10-18,Consultation,Install product,76443496,Joseph Flores,"Cooper, Chapman and Gomez",112,445,331,Q1621,106191,21,Contractor,Walk-in,Low-margin,"5 (calls, visits)",9,PMNYABUTO,Medium Priority
1523,2025-04-27,Consultation,Inspect equipment,53327053,Levi Romero,Johnson-Quinn,114,445,320,Q1622,35857,7,Reseller,Email,High-margin,"6 (calls, visits, emails)",13,PMNYABUTO,Medium Priority
1524,2025-01-20,Service call,Inspect equipment,86149007,Dustin Martinez,Brown-Garcia,74,514,359,Q1623,482936,1,Reseller,FloApp,Mixed,"6 (calls, visits, emails)",12,PMNYABUTO,Medium Priority
1525,2024-11-18,Installation request,Inspect equipment,37784417,Jennifer Smith,"Mckay, Hensley and Stewart",84,514,323,Q1624,236434,25,Individual,Email,Low-margin,"3 (calls, visits)",5,PMMULWA,Medium Priority
1526,2024-06-21,Service call,Install product,04809997,John Hanna,Gonzalez-Powell,31,858,348,Q1625,186338,13,NGO,FloApp,Low-margin,"5 (calls, visits)",0,PMNYABUTO,Medium Priority
1527,2024-11-23,Consultation,Install product,00503503,Jamie Newman,"Blanchard, Hughes and Gallegos",104,369,371,Q1626,390641,16,Government,Walk-in,Mixed,"3 (calls, visits)",10,PMNYABUTO,Medium Priority
1528,2024-12-24,Installation request,Install product,47771055,Jessica Smith,Mason Inc,97,514,337,Q1627,385095,20,Contractor,FloApp,High-margin,2 (calls),6,PMMULWA,Medium Priority
1529,2025-04-06,Service call,Inspect equipment,70329203,Deanna Richmond,"Miller, Hess and Zimmerman",160,445,390,Q1628,89057,12,Corporate,Walk-in,Mixed,1 (visit),2,PMAMAI,Medium Priority
1530,2024-08-06,Consultation,Upgrade system,32209684,Matthew Young,Ray-Cooper,144,858,392,Q1629,485637,25,Contractor,Referral,High-margin,2 (calls),7,PMOMONDI,Medium Priority
1531,2024-10-12,Service call,Repair machinery,36978805,Wendy Shaw,"Arroyo, White and Benson",136,369,317,Q1630,237333,20,NGO,Walk-in,High-margin,"4 (calls, visits)",1,PMAMAI,Medium Priority
1532,2025-03-25,Service call,Upgrade system,43047886,Nichole Perry,"Richardson, Moore and Hall",93,858,312,Q1631,267070,30,Government,Shopify,Low-margin,"6 (calls, visits, emails)",0,PMAMAI,Medium Priority
1533,2025-02-08,Service call,Repair machinery,82751134,Christopher Franklin,"Park, Jennings and Pollard",16,514,375,Q1632,80965,10,Reseller,Website,Low-margin,"5 (calls, visits)",0,PMNYABUTO,Medium Priority
1534,2024-11-16,Consultation,Upgrade system,85165226,Jimmy Long,Villegas-Phillips,95,858,381,Q1633,393489,15,NGO,Email,High-margin,"5 (calls, visits)",3,PMKILONZO,Medium Priority
1535,2024-07-14,Service call,Repair machinery,75384484,Mary Ortega,Davis PLC,110,445,378,Q1634,440279,11,Individual,Website,High-margin,"5 (calls, visits)",2,PMAMAI,Medium Priority
1536,2024-09-08,Consultation,Inspect equipment,33920840,Robert Molina,Davenport Group,37,106,337,Q1635,143407,7,Reseller,Referral,High-margin,1 (visit),4,PMKILONZO,Medium Priority
1537,2024-08-14,Service call,Repair machinery,13769707,Madison Williams,Taylor-Vasquez,50,369,377,Q1636,340602,16,Individual,Website,High-margin,"3 (calls, visits)",10,PMMULWA,Medium Priority
1538,2024-08-05,Installation request,Install product,82391593,Austin Alvarado,"Cunningham, Stewart and Rios",33,445,304,Q1637,389598,23,Corporate,FloApp,High-margin,"5 (calls, visits)",13,PMAMAI,Medium Priority
1539,2024-06-05,Installation request,Install product,46980614,Sara Gill,"Vega, Garrison and Smith",96,369,363,Q1638,232354,13,Reseller,Email,High-margin,"6 (calls, visits, emails)",3,PMAMAI,Medium Priority
1540,2025-01-18,Consultation,Repair machinery,49436526,Stacey Welch,Mejia-Barton,119,514,305,Q1639,126155,27,Contractor,Referral,Mixed,"3 (calls, visits)",12,PMKILONZO,Medium Priority
1541,2025-03-14,Consultation,Install product,08343624,Karen Hudson,Hale-Reyes,16,858,319,Q1640,384089,14,Contractor,FloApp,Mixed,2 (calls),3,PMNYABUTO,Medium Priority
1542,2024-12-22,Service call,Inspect equipment,30162442,Brady Baker,Hubbard-Morales,97,445,306,Q1641,453551,13,Government,Referral,High-margin,"5 (calls, visits)",3,PMKILONZO,Medium Priority
1543,2024-11-10,Consultation,Upgrade system,28339139,Jaime Young,Jackson and Sons,118,106,382,Q1642,498126,4,Government,Walk-in,Mixed,"3 (calls, visits)",9,PMAMAI,Medium Priority
1544,2025-02-06,Service call,Repair machinery,85400250,Ashley Lyons,Arnold PLC,87,106,300,Q1643,441185,16,Reseller,Walk-in,High-margin,2 (calls),15,PMOMONDI,Medium Priority
1545,2025-01-26,Consultation,Repair machinery,75795574,Destiny Reyes,Carter-Fox,114,514,327,Q1644,147550,20,NGO,Referral,Low-margin,1 (visit),3,PMMULWA,Low Priority
1546,2024-10-16,Installation request,Install product,11174159,Michelle Patton,Williamson-Rice,165,514,364,Q1645,218065,18,Government,Email,High-margin,"3 (calls, visits)",9,PMOMONDI,Medium Priority
1547,2024-12-06,Service call,Install product,11714776,Jonathan Alvarez,Peterson and Sons,125,445,374,Q1646,448270,5,Reseller,Referral,Low-margin,"5 (calls, visits)",13,PMOMONDI,High Priority
1548,2025-05-01,Consultation,Upgrade system,74421936,Gabriel Dunn,Spence-Cox,178,445,370,Q1647,361461,19,Government,Email,Low-margin,"6 (calls, visits, emails)",14,PMAMAI,Medium Priority
1549,2024-05-21,Consultation,Inspect equipment,93501676,Mariah Myers,Spencer PLC,47,106,400,Q1648,216984,18,Reseller,Email,Mixed,2 (calls),4,PMMULWA,Medium Priority
1550,2025-05-01,Consultation,Install product,08464587,Beverly Roberts,"Dominguez, Bullock and Campos",85,514,398,Q1649,287373,28,NGO,Referral,Low-margin,2 (calls),5,PMNYABUTO,Medium Priority
1551,2024-12-08,Service call,Repair machinery,85506528,Kelly Robinson,"Barber, Lee and Cole",67,445,399,Q1650,99077,24,Reseller,Shopify,Low-margin,1 (visit),13,PMOMONDI,Low Priority
1552,2024-12-17,Consultation,Install product,81668860,Leslie Soto,Ortiz-Soto,152,858,319,Q1651,233663,20,Contractor,Shopify,Low-margin,1 (visit),14,PMNYABUTO,Medium Priority
1553,2024-07-14,Consultation,Repair machinery,25949782,Lori Anderson,"Friedman, Green and Buckley",89,106,392,Q1652,144595,16,Government,Walk-in,High-margin,"6 (calls, visits, emails)",11,PMNYABUTO,Medium Priority
1554,2024-08-24,Consultation,Repair machinery,75059658,Lisa Garrett,Barron Ltd,178,106,396,Q1653,34174,26,NGO,Website,Mixed,"4 (calls, visits)",3,PMNYABUTO,Low Priority
1555,2025-02-26,Consultation,Upgrade system,04614890,Brittany Rodriguez,"Castaneda, Hernandez and Wheeler",97,514,370,Q1654,446834,27,Individual,Shopify,Low-margin,"3 (calls, visits)",4,PMKILONZO,Low Priority
1556,2024-05-31,Consultation,Inspect equipment,30147129,Suzanne Rodriguez PhD,"Smith, Parker and Luna",33,106,348,Q1655,325371,12,NGO,Shopify,Low-margin,2 (calls),0,PMOMONDI,Low Priority
1557,2024-07-15,Installation request,Upgrade system,06160074,Alejandro Villa,"Reyes, Hayden and Hancock",35,369,398,Q1656,124764,25,Government,FloApp,Low-margin,1 (visit),8,PMNYABUTO,Low Priority
1558,2024-09-15,Installation request,Upgrade system,52295213,Matthew Simon,Taylor-Burns,148,369,330,Q1657,333077,25,NGO,Referral,High-margin,1 (visit),0,PMNYABUTO,Medium Priority
1559,2025-02-27,Installation request,Repair machinery,25065940,Monica Osborne,"Harris, Hill and Garcia",10,514,385,Q1658,471802,16,Reseller,Referral,High-margin,"4 (calls, visits)",2,PMAMAI,Medium Priority
1560,2024-08-08,Service call,Upgrade system,61118407,Ronald Powell,Mcdonald Group,138,369,309,Q1659,67579,21,Individual,Referral,High-margin,1 (visit),1,PMAMAI,Medium Priority
1561,2024-09-12,Installation request,Install product,34266216,Tamara Bailey,Hoffman Ltd,166,445,310,Q1660,178634,20,Government,Website,Mixed,"3 (calls, visits)",1,PMKILONZO,Medium Priority
1562,2024-11-20,Installation request,Repair machinery,30085801,Martin Ellison,Banks-Green,171,106,325,Q1661,482095,18,Reseller,Email,High-margin,2 (calls),1,PMMULWA,Medium Priority
1563,2025-01-12,Service call,Inspect equipment,21750928,James Miller,Herrera and Sons,79,514,363,Q1662,256027,14,Government,FloApp,High-margin,1 (visit),14,PMNYABUTO,Medium Priority
1564,2024-11-26,Consultation,Upgrade system,73902541,Mary Thompson,Rogers PLC,115,369,376,Q1663,96928,11,Contractor,Referral,Low-margin,"6 (calls, visits, emails)",15,PMKILONZO,Medium Priority
1565,2025-03-06,Installation request,Install product,07845914,Joseph Bautista,Padilla-Evans,51,106,389,Q1664,340515,2,NGO,Website,High-margin,"5 (calls, visits)",8,PMAMAI,High Priority
1566,2024-08-03,Service call,Repair machinery,15106852,Roy Ramirez,Lopez-Snow,61,858,329,Q1665,71759,29,Individual,FloApp,High-margin,2 (calls),6,PMMULWA,Medium Priority
1567,2024-12-21,Installation request,Install product,52838279,Michael Anderson,Hill-Kerr,129,106,310,Q1666,268403,0,Individual,Walk-in,Low-margin,1 (visit),5,PMAMAI,Medium Priority
1568,2024-06-27,Installation request,Install product,16642909,Roger Waters,Robertson-Washington,66,858,330,Q1667,457625,16,Corporate,FloApp,High-margin,"4 (calls, visits)",11,PMKILONZO,Medium Priority
1569,2025-01-24,Service call,Repair machinery,86829062,Robin Brady,"Castillo, Reyes and Guzman",65,858,309,Q1668,492350,21,Government,FloApp,High-margin,"5 (calls, visits)",1,PMNYABUTO,Medium Priority
1570,2024-12-14,Consultation,Inspect equipment,35098898,Carlos Porter,Jimenez-Baker,22,369,350,Q1669,179149,16,Contractor,Website,High-margin,"3 (calls, visits)",1,PMNYABUTO,Medium Priority
1571,2024-11-15,Installation request,Repair machinery,28776263,Jeffrey Rivera,Wood PLC,74,514,350,Q1670,271624,17,Contractor,Walk-in,Mixed,"6 (calls, visits, emails)",15,PMOMONDI,Medium Priority
1572,2024-08-16,Service call,Repair machinery,31529225,Donald Walker,"Porter, Mendoza and Baker",29,514,320,Q1671,360052,2,Reseller,Referral,Low-margin,2 (calls),3,PMNYABUTO,Medium Priority
1573,2024-07-13,Installation request,Upgrade system,53666202,Elizabeth Hayes,Frey-Velasquez,53,106,369,Q1672,203330,23,Reseller,Email,Low-margin,"4 (calls, visits)",7,PMKILONZO,Medium Priority
1574,2024-10-18,Service call,Repair machinery,41900549,Ms. Samantha Lopez,Nguyen PLC,39,106,322,Q1673,309956,21,NGO,Shopify,High-margin,2 (calls),14,PMAMAI,Medium Priority
1575,2024-07-03,Installation request,Upgrade system,94553355,James Rivera,Giles and Sons,113,514,358,Q1674,275778,22,Contractor,Shopify,Mixed,"4 (calls, visits)",7,PMKILONZO,Medium Priority
1576,2025-01-02,Consultation,Repair machinery,85202656,Jamie Murray,"Garcia, Fleming and Stuart",13,445,397,Q1675,26180,12,Government,Walk-in,High-margin,2 (calls),5,PMNYABUTO,Medium Priority
1577,2024-06-09,Consultation,Inspect equipment,94100744,Sandra Larsen,Johnson-Cox,93,369,311,Q1676,231232,21,Corporate,FloApp,High-margin,"3 (calls, visits)",14,PMAMAI,Medium Priority
1578,2024-10-08,Consultation,Inspect equipment,28919613,Kimberly Reyes,Mills-Gallagher,113,106,319,Q1677,409035,2,Government,Email,Low-margin,2 (calls),2,PMOMONDI,Medium Priority
1579,2024-07-23,Service call,Inspect equipment,66748790,Anthony Ferguson,Beasley-Nelson,155,858,358,Q1678,420818,19,Contractor,Referral,Low-margin,"6 (calls, visits, emails)",8,PMNYABUTO,Medium Priority
1580,2024-08-23,Installation request,Inspect equipment,85551446,Scott Green,Brooks Inc,149,514,320,Q1679,91518,28,Contractor,FloApp,Low-margin,"5 (calls, visits)",7,PMOMONDI,Medium Priority
1581,2025-04-20,Installation request,Inspect equipment,00705726,Ashley Baker,Zimmerman Inc,139,445,382,Q1680,93151,9,Government,FloApp,Mixed,"5 (calls, visits)",2,PMAMAI,Medium Priority
1582,2024-11-09,Installation request,Inspect equipment,34453206,Joseph Liu,Dunn Inc,125,106,364,Q1681,265063,30,Contractor,Email,Low-margin,1 (visit),11,PMNYABUTO,Medium Priority
1583,2024-06-21,Service call,Upgrade system,48551430,Sharon Nielsen,Moore-Hodge,124,858,361,Q1682,127754,17,Corporate,Walk-in,High-margin,"5 (calls, visits)",14,PMMULWA,Medium Priority
1584,2024-10-01,Installation request,Install product,02497843,Ethan Cherry,Johnson LLC,167,514,392,Q1683,354157,21,Reseller,Shopify,Low-margin,"4 (calls, visits)",12,PMOMONDI,Medium Priority
1585,2024-08-11,Service call,Upgrade system,42105371,Lindsey Lawrence,Olson and Sons,139,858,391,Q1684,468291,4,Individual,FloApp,Low-margin,2 (calls),15,PMAMAI,Medium Priority
1586,2025-05-02,Consultation,Inspect equipment,44501146,Cory Robinson,Haynes and Sons,144,514,351,Q1685,362405,5,Corporate,Email,Low-margin,"3 (calls, visits)",1,PMMULWA,Medium Priority
1587,2025-02-23,Service call,Inspect equipment,33217263,Kelly Franklin,Chase-Wiggins,109,858,393,Q1686,349816,10,Corporate,Shopify,Low-margin,1 (visit),3,PMNYABUTO,Medium Priority
1588,2025-01-21,Installation request,Repair machinery,30156403,Robert Lee,"Hayes, Wright and Andrade",97,445,334,Q1687,156704,5,Government,Shopify,High-margin,"4 (calls, visits)",6,PMNYABUTO,Medium Priority
1589,2024-10-09,Installation request,Inspect equipment,19794323,Adam Raymond,Jackson LLC,57,369,381,Q1688,94781,21,Government,Email,Low-margin,"3 (calls, visits)",12,PMNYABUTO,Medium Priority
1590,2024-10-16,Service call,Install product,70494459,Aaron Sherman,Fry Inc,97,858,321,Q1689,161696,2,Corporate,Email,Mixed,2 (calls),10,PMKILONZO,High Priority
1591,2024-08-04,Service call,Inspect equipment,68656088,Michael Gray,"Sutton, Hodges and Haynes",109,369,373,Q1690,115102,12,Government,Walk-in,Mixed,2 (calls),10,PMOMONDI,Medium Priority
1592,2024-11-25,Consultation,Inspect equipment,69544147,Melanie Martinez,"Roberts, Green and Knapp",36,369,364,Q1691,80684,17,Corporate,Shopify,High-margin,1 (visit),15,PMOMONDI,Medium Priority
1593,2024-08-06,Installation request,Upgrade system,86205474,Judy Williams,"Deleon, Singh and Woods",153,445,302,Q1692,344754,10,Reseller,Email,High-margin,"3 (calls, visits)",7,PMAMAI,Medium Priority
1594,2024-09-07,Service call,Inspect equipment,24034010,Travis Wright,Gutierrez-Peterson,170,106,315,Q1693,485193,21,Government,Referral,High-margin,1 (visit),15,PMOMONDI,Medium Priority
1595,2024-12-31,Installation request,Repair machinery,94777454,Michele Taylor,Swanson Inc,22,369,366,Q1694,461744,22,NGO,Referral,High-margin,1 (visit),2,PMMULWA,Medium Priority
1596,2025-02-07,Service call,Upgrade system,20264073,Melissa Avila,"Stein, Mcdaniel and Collins",88,514,341,Q1695,178957,14,Contractor,FloApp,Mixed,2 (calls),3,PMNYABUTO,Medium Priority
1597,2024-05-09,Consultation,Repair machinery,13674286,Carla Walker,Lewis Inc,103,106,327,Q1696,453625,13,Reseller,Email,Mixed,"5 (calls, visits)",3,PMNYABUTO,Medium Priority
1598,2025-02-18,Installation request,Upgrade system,71180327,Luke Kim,Weber-Jones,91,514,302,Q1697,350462,8,Individual,Email,Mixed,1 (visit),9,PMAMAI,Medium Priority
1599,2024-05-22,Service call,Inspect equipment,30872341,Mr. Robert Schneider II,"Gardner, Floyd and Hamilton",55,858,349,Q1698,347813,16,Contractor,Email,Low-margin,"4 (calls, visits)",1,PMOMONDI,Medium Priority
1600,2024-06-01,Consultation,Repair machinery,80954647,Mark Marquez,Woods Ltd,132,514,334,Q1699,214260,4,Individual,Referral,Low-margin,"3 (calls, visits)",12,PMNYABUTO,Medium Priority
1601,2024-11-27,Service call,Inspect equipment,21375906,Clifford Gibbs,Payne-Crawford,152,858,353,Q1700,55602,30,NGO,Referral,Low-margin,"4 (calls, visits)",14,PMMULWA,Medium Priority
1602,2024-10-26,Installation request,Repair machinery,15884212,Mary Gomez,Welch and Sons,45,858,390,Q1701,202151,16,NGO,Email,Mixed,"3 (calls, visits)",10,PMOMONDI,Medium Priority
1603,2024-07-14,Installation request,Inspect equipment,82504354,Sharon White,Chase-Martin,91,106,336,Q1702,118205,16,Individual,FloApp,Mixed,1 (visit),2,PMKILONZO,Low Priority
1604,2025-02-22,Installation request,Install product,77337034,Michael Powell,Morales-Nunez,44,514,305,Q1703,47478,4,NGO,FloApp,Low-margin,"5 (calls, visits)",7,PMAMAI,Medium Priority
1605,2024-08-03,Service call,Repair machinery,24404166,Lynn Woods,Farmer Inc,174,514,341,Q1704,480336,10,Contractor,Walk-in,High-margin,"3 (calls, visits)",15,PMAMAI,High Priority
1606,2024-05-28,Consultation,Repair machinery,99042430,Brianna Sharp,"Hatfield, White and Roberts",172,858,371,Q1705,412005,5,Corporate,Website,High-margin,"3 (calls, visits)",12,PMKILONZO,High Priority
1607,2024-06-10,Consultation,Upgrade system,55135915,Thomas Miller,Matthews-Peterson,46,858,388,Q1706,141436,13,Reseller,Email,Low-margin,"6 (calls, visits, emails)",9,PMKILONZO,Medium Priority
1608,2024-08-01,Service call,Install product,82585525,Cole Clark,"Evans, Lopez and Huang",43,445,365,Q1707,412316,22,Individual,FloApp,High-margin,1 (visit),6,PMNYABUTO,Medium Priority
1609,2024-10-18,Consultation,Install product,30996638,Lisa Moore,Murphy-Skinner,44,369,308,Q1708,91215,6,Government,Walk-in,Mixed,"6 (calls, visits, emails)",0,PMMULWA,Medium Priority
1610,2025-04-29,Consultation,Install product,29552176,Eric Snyder,Carpenter-Johnson,25,858,394,Q1709,29254,28,Contractor,Referral,High-margin,"3 (calls, visits)",15,PMNYABUTO,Medium Priority
1611,2024-06-08,Service call,Upgrade system,94326562,Duane Powell,Pitts-Blackwell,98,514,368,Q1710,111538,24,Reseller,Shopify,Low-margin,1 (visit),14,PMNYABUTO,Low Priority
1612,2025-03-29,Service call,Inspect equipment,96977235,Jeremy Wheeler Jr.,Moreno LLC,132,858,341,Q1711,161493,23,NGO,Referral,Low-margin,"4 (calls, visits)",4,PMKILONZO,Low Priority
1613,2024-06-25,Service call,Install product,33712337,Jane Hayes,Fowler-Smith,93,369,379,Q1712,72308,16,Corporate,Email,High-margin,"6 (calls, visits, emails)",7,PMAMAI,Medium Priority
1614,2024-09-04,Installation request,Install product,90679198,Brittany Park,Rogers-Mendoza,150,369,391,Q1713,255443,30,Contractor,Email,High-margin,1 (visit),14,PMNYABUTO,Medium Priority
1615,2025-02-22,Service call,Upgrade system,95314290,Michelle Garrett,Hernandez-Drake,65,106,383,Q1714,330426,30,Individual,Website,High-margin,2 (calls),4,PMOMONDI,Medium Priority
1616,2024-06-08,Consultation,Repair machinery,04099600,Phillip Baxter,"Jones, Marsh and Lewis",115,369,312,Q1715,409200,13,NGO,Email,Mixed,1 (visit),9,PMNYABUTO,Medium Priority
1617,2024-07-13,Consultation,Repair machinery,86972900,Kayla Elliott,Collier-Burns,70,369,341,Q1716,367527,11,Corporate,Walk-in,Low-margin,"5 (calls, visits)",6,PMMULWA,Medium Priority
1618,2024-12-29,Consultation,Inspect equipment,21574345,Jason Flores,Wilson-Andrews,78,858,315,Q1717,281430,23,Corporate,Shopify,Low-margin,"4 (calls, visits)",7,PMNYABUTO,Medium Priority
